word,word type,word list,school code,total features,total features 2,subject list,average,average2
socket,noun,wl18b,3,786,779,87,9.034482759,8.954022989
soft,adjective,wl21a,3,666,662,68,9.794117647,9.735294118
sorority,noun,wl20b,3,1503,1514,96,15.65625,15.77083333
sorrow,noun,wl16a,3,573,571,67,8.552238806,8.52238806
sound,noun,wl23a,3,861,862,67,12.85074627,12.86567164
sour,adjective,wl21a,3,747,726,68,10.98529412,10.67647059
space,noun,wl23b,3,759,745,71,10.69014085,10.49295775
span,noun,wl18b,3,681,673,87,7.827586207,7.735632184
spanish,adjective,wl23b,3,690,695,71,9.718309859,9.788732394
speech,noun,wl11,3,359,360,71,5.056338028,5.070422535
speed,noun,wl17b,3,775,764,76,10.19736842,10.05263158
spot,noun,wl23a,3,735,741,67,10.97014925,11.05970149
spread,noun,wl13,3,295,291,71,4.154929577,4.098591549
staff,noun,wl16a,3,835,830,67,12.46268657,12.3880597
stage,noun,wl18a,3,1464,1466,87,16.82758621,16.85057471
staple,noun,wl17a,3,1093,1092,76,14.38157895,14.36842105
star,noun,wl20a,3,949,944,60,15.81666667,15.73333333
start,verb,wl11,3,269,266,71,3.788732394,3.746478873
state,noun,wl13,3,363,362,71,5.112676056,5.098591549
station,noun,wl13,3,314,310,71,4.422535211,4.366197183
stay,verb,wl16b,3,601,604,67,8.970149254,9.014925373
steal,verb,wl22a,3,773,781,60,12.88333333,13.01666667
sticky,adjective,wl20b,3,1139,1130,96,11.86458333,11.77083333
stiff,adjective,wl15a,3,839,845,96,8.739583333,8.802083333
still,adjective,wl18b,3,552,554,87,6.344827586,6.367816092
stone,noun,wl12,3,387,389,76,5.092105263,5.118421053
store,noun,wl26a,3,531,459,60,8.85,7.65
storm,noun,wl12,3,467,466,76,6.144736842,6.131578947
story,noun,wl15b,3,1270,1272,93,13.65591398,13.67741935
strap,noun,wl15a,3,1184,1175,96,12.33333333,12.23958333
straw,noun,wl15a,3,1453,1447,96,15.13541667,15.07291667
stream,noun,wl11,3,342,342,71,4.816901408,4.816901408
street,noun,wl23a,3,1094,1098,67,16.32835821,16.3880597
strength,noun,wl17b,3,745,746,76,9.802631579,9.815789474
stress,noun,wl26a,3,618,492,60,10.3,8.2
stripe,noun,wl25b,3,659,659,66,9.984848485,9.984848485
strong,adjective,wl24b,3,588,582,60,9.8,9.7
student,noun,wl17b,3,955,964,76,12.56578947,12.68421053
study,noun,wl21b,3,1011,1009,76,13.30263158,13.27631579
stupid,adjective,wl16a,3,624,631,67,9.313432836,9.417910448
style,noun,wl21b,3,960,961,76,12.63157895,12.64473684
subtract,verb,wl26a,3,475,467,60,7.916666667,7.783333333
success,noun,wl22b,3,727,724,69,10.53623188,10.49275362
sugar,noun,wl23a,3,985,982,67,14.70149254,14.65671642
summary,noun,wl21b,3,857,867,76,11.27631579,11.40789474
summer,noun,wl24b,3,859,867,60,14.31666667,14.45
sun,noun,wl16a,3,1017,1010,67,15.17910448,15.07462687
sunday,noun,wl11,3,520,519,71,7.323943662,7.309859155
supper,noun,wl16a,3,856,855,67,12.7761194,12.76119403
swear,verb,wl15b,3,951,954,93,10.22580645,10.25806452
sweet,adjective,wl20a,3,676,670,60,11.26666667,11.16666667
sympathy,noun,wl24b,3,539,545,60,8.983333333,9.083333333
tag,noun,wl11,3,355,355,71,5,5
talking,verb,wl25a,3,646,650,64,10.09375,10.15625
tan,adjective,wl24a,3,920,935,67,13.73134328,13.95522388
tantrum,noun,wl21a,3,857,868,68,12.60294118,12.76470588
taste,noun,wl16a,3,902,597,67,13.46268657,8.910447761
tasty,adjective,wl24a,3,622,637,67,9.28358209,9.507462687
tax,noun,wl15b,3,1190,1181,93,12.79569892,12.69892473
teacher,noun,wl21a,3,949,954,68,13.95588235,14.02941176
team,noun,wl11,3,370,365,71,5.211267606,5.14084507
tear,noun,wl12,3,430,429,76,5.657894737,5.644736842
television,noun,wl23b,3,848,859,71,11.94366197,12.09859155
tell,verb,wl13,3,265,262,71,3.732394366,3.690140845
ten,other,wl11,3,342,337,71,4.816901408,4.746478873
tennis,noun,wl23a,3,1131,1128,67,16.88059701,16.8358209
terrible,adjective,wl15a,3,889,901,96,9.260416667,9.385416667
thanks,noun,wl17a,3,940,934,76,12.36842105,12.28947368
then,other,wl26a,3,428,407,60,7.133333333,6.783333333
theory,noun,wl12,3,377,377,76,4.960526316,4.960526316
thief,noun,wl11,3,372,376,71,5.23943662,5.295774648
thing,noun,wl13,3,247,239,71,3.478873239,3.366197183
think,verb,wl20a,3,657,655,60,10.95,10.91666667
thirst,noun,wl22b,3,686,688,69,9.942028986,9.971014493
thirsty,adjective,wl11,3,312,309,71,4.394366197,4.352112676
thousand,other,wl15a,3,922,922,96,9.604166667,9.604166667
thread,noun,wl25b,3,679,673,66,10.28787879,10.1969697
thunder,noun,wl12,3,365,366,76,4.802631579,4.815789474
ticket,noun,wl21b,3,1201,1188,76,15.80263158,15.63157895
tile,noun,wl21a,3,977,976,68,14.36764706,14.35294118
tire,verb,wl20b,3,1638,1632,96,17.0625,17
title,noun,wl11,3,360,362,71,5.070422535,5.098591549
toast,noun,wl22b,3,969,971,69,14.04347826,14.07246377
toes,noun,wl17b,3,1054,1049,76,13.86842105,13.80263158
together,other,wl20a,3,632,622,60,10.53333333,10.36666667
towel,noun,wl26a,3,611,563,60,10.18333333,9.383333333
toy,noun,wl15a,3,1306,1318,96,13.60416667,13.72916667
train,noun,wl11,3,499,498,71,7.028169014,7.014084507
trait,noun,wl24a,3,565,569,67,8.432835821,8.492537313
trash,noun,wl20b,3,1525,1510,96,15.88541667,15.72916667
treat,verb,wl17a,3,1095,1089,76,14.40789474,14.32894737
trees,noun,wl25b,3,1061,1066,66,16.07575758,16.15151515
trip,noun,wl12,3,394,389,76,5.184210526,5.118421053
trophy,noun,wl12,3,439,438,76,5.776315789,5.763157895
trouble,noun,wl20a,3,737,739,60,12.28333333,12.31666667
tuesday,noun,wl24b,3,658,656,60,10.96666667,10.93333333
tumble,noun,wl21a,3,690,680,68,10.14705882,10
two,other,wl20a,3,656,650,60,10.93333333,10.83333333
ugly,adjective,wl20b,3,1117,1116,96,11.63541667,11.625
uncommon,adjective,wl22a,3,573,583,60,9.55,9.716666667
under,other,wl24b,3,390,383,60,6.5,6.383333333
unemployment,noun,wl25a,3,744,749,64,11.625,11.703125
unfair,adjective,wl12,3,316,322,76,4.157894737,4.236842105
unknown,adjective,wl18b,3,701,717,87,8.057471264,8.24137931
unusual,adjective,wl17a,3,873,873,76,11.48684211,11.48684211
up,other,wl18a,3,980,963,87,11.26436782,11.06896552
usa,noun,wl24b,3,795,792,60,13.25,13.2
valuable,adjective,wl18b,3,792,801,87,9.103448276,9.206896552
values,noun,wl26a,3,498,496,60,8.3,8.266666667
vault,noun,wl20b,3,1381,1382,96,14.38541667,14.39583333
vegetable,noun,wl25a,3,779,790,64,12.171875,12.34375
vegetables,noun,wl25a,3,813,821,64,12.703125,12.828125
vein,noun,wl20a,3,719,720,60,11.98333333,12
virgin,adjective,wl13,3,287,297,71,4.042253521,4.183098592
virtue,noun,wl23b,3,494,497,71,6.957746479,7
vision,noun,wl18b,3,881,884,87,10.12643678,10.16091954
volcano,noun,wl13,3,316,317,71,4.450704225,4.464788732
wagon,noun,wl11,3,415,412,71,5.845070423,5.802816901
waiter,noun,wl12,3,452,454,76,5.947368421,5.973684211
war,noun,wl17a,3,1381,1387,76,18.17105263,18.25
warm,adjective,wl21b,3,819,818,76,10.77631579,10.76315789
washer,noun,wl15a,3,1421,1431,96,14.80208333,14.90625
watch,verb,wl15a,3,1459,1457,96,15.19791667,15.17708333
water,noun,wl25a,3,894,898,64,13.96875,14.03125
wear,verb,wl23b,3,651,630,71,9.169014085,8.873239437
weave,verb,wl25b,3,778,768,66,11.78787879,11.63636364
wedding,noun,wl18b,3,1295,1303,87,14.88505747,14.97701149
wednesday,noun,wl18a,3,1237,1249,87,14.2183908,14.35632184
weekend,noun,wl22a,3,895,903,60,14.91666667,15.05
weight,noun,wl18a,3,1398,1379,87,16.06896552,15.85057471
west,noun,wl20a,3,655,656,60,10.91666667,10.93333333
wet,adjective,wl12,3,364,364,76,4.789473684,4.789473684
what,other,wl23a,3,671,675,67,10.01492537,10.07462687
wheelchair,noun,wl24a,3,965,984,67,14.40298507,14.68656716
who,other,wl11,3,271,271,71,3.816901408,3.816901408
whole,adjective,wl11,3,253,250,71,3.563380282,3.521126761
why,other,wl25b,3,517,511,66,7.833333333,7.742424242
willing,adjective,wl23b,3,543,541,71,7.647887324,7.61971831
win,verb,wl22b,3,691,689,69,10.01449275,9.985507246
wire,noun,wl22b,3,921,924,69,13.34782609,13.39130435
woman,noun,wl25b,3,654,667,66,9.909090909,10.10606061
wonder,noun,wl15b,3,754,755,93,8.107526882,8.11827957
words,noun,wl11,3,376,369,71,5.295774648,5.197183099
work,noun,wl11,3,400,402,71,5.633802817,5.661971831
world,noun,wl12,3,482,484,76,6.342105263,6.368421053
worry,verb,wl12,3,321,321,76,4.223684211,4.223684211
worst,adjective,wl23a,3,619,627,67,9.23880597,9.358208955
write,verb,wl13,3,346,345,71,4.873239437,4.85915493
writer,noun,wl21a,3,879,881,68,12.92647059,12.95588235
writing,noun,wl22b,3,1019,1021,69,14.76811594,14.79710145
year,noun,wl23a,3,816,812,67,12.17910448,12.11940299
yellow,adjective,wl25a,3,1318,1319,64,20.59375,20.609375
yes,other,wl17b,3,546,548,76,7.184210526,7.210526316
you,other,wl26a,3,532,476,60,8.866666667,7.933333333
yours,other,wl20b,3,881,899,96,9.177083333,9.364583333
zit,noun,wl22a,3,788,790,60,13.13333333,13.16666667
zone,noun,wl23b,3,560,543,71,7.887323944,7.647887324
abandon,verb,mturk,4,794,568,60,13.23333333,9.466666667
ability,noun,mturk,4,685,598,60,11.41666667,9.966666667
account,noun,mturk,4,926,656,60,15.43333333,10.93333333
act,noun,mturk,4,840,544,60,14,9.066666667
advice,noun,mturk,4,871,851,60,14.51666667,14.18333333
africa,noun,mturk,4,614,601,60,10.23333333,10.01666667
again,other,mturk,4,881,457,60,14.68333333,7.616666667
alright,other,mturk,4,631,590,60,10.51666667,9.833333333
amble,verb,mturk,4,217,216,60,3.616666667,3.6
angel,noun,mturk,4,1297,848,60,21.61666667,14.13333333
answer,noun,mturk,4,904,897,60,15.06666667,14.95
anxious,adjective,mturk,4,251,256,60,4.183333333,4.266666667
approximation,noun,mturk,4,305,309,60,5.083333333,5.15
art,noun,mturk,4,819,823,60,13.65,13.71666667
ashtray,noun,mturk,4,491,491,60,8.183333333,8.183333333
australia,noun,mturk,4,848,855,60,14.13333333,14.25
baby,noun,mturk,4,392,387,60,6.533333333,6.45
bacon,noun,mturk,4,413,392,60,6.883333333,6.533333333
basketball,noun,mturk,4,425,408,60,7.083333333,6.8
bass,noun,mturk,4,760,305,60,12.66666667,5.083333333
battlefield,noun,mturk,4,329,317,60,5.483333333,5.283333333
bee,noun,mturk,4,1088,1078,60,18.13333333,17.96666667
been,verb,mturk,4,291,290,60,4.85,4.833333333
beginning,noun,mturk,4,484,477,60,8.066666667,7.95
belief,noun,mturk,4,937,935,60,15.61666667,15.58333333
believe,verb,mturk,4,1026,346,60,17.1,5.766666667
bell,noun,mturk,4,1040,287,60,17.33333333,4.783333333
beneath,other,mturk,4,307,295,60,5.116666667,4.916666667
beyond,other,mturk,4,347,342,60,5.783333333,5.7
boiled,verb,mturk,4,339,338,60,5.65,5.633333333
boring,adjective,mturk,4,656,548,60,10.93333333,9.133333333
bowels,noun,mturk,4,269,268,60,4.483333333,4.466666667
britain,noun,mturk,4,1174,1158,60,19.56666667,19.3
brother,noun,mturk,4,326,325,60,5.433333333,5.416666667
bug,noun,mturk,4,837,848,60,13.95,14.13333333
burnt,verb,mturk,4,314,316,60,5.233333333,5.266666667
business,noun,mturk,4,1316,1292,60,21.93333333,21.53333333
calculate,verb,mturk,4,566,531,60,9.433333333,8.85
camp,noun,mturk,4,1316,1306,60,21.93333333,21.76666667
cards,noun,mturk,4,756,697,60,12.6,11.61666667
catholic,adjective,mturk,4,1019,1015,60,16.98333333,16.91666667
cats,noun,mturk,4,6309,517,120,52.575,4.308333333
cell,noun,mturk,4,1084,1053,60,18.06666667,17.55
chance,noun,mturk,4,573,575,60,9.55,9.583333333
chaos,noun,mturk,4,299,301,60,4.983333333,5.016666667
cheap,adjective,mturk,4,284,291,60,4.733333333,4.85
chemistry,noun,mturk,4,745,749,60,12.41666667,12.48333333
circus,noun,mturk,4,994,1006,60,16.56666667,16.76666667
cleaner,adjective,mturk,4,678,661,60,11.3,11.01666667
clockwise,noun,mturk,4,393,387,60,6.55,6.45
clown,noun,mturk,4,947,957,60,15.78333333,15.95
club,noun,mturk,4,798,714,60,13.3,11.9
college,noun,mturk,4,539,545,60,8.983333333,9.083333333
colon,noun,mturk,4,538,537,60,8.966666667,8.95
comment,noun,mturk,4,565,570,60,9.416666667,9.5
compact,adjective,mturk,4,239,244,60,3.983333333,4.066666667
concrete,adjective,mturk,4,829,826,60,13.81666667,13.76666667
conscious,adjective,mturk,4,297,303,60,4.95,5.05
crack,noun,mturk,4,317,317,60,5.283333333,5.283333333
creative,adjective,mturk,4,242,243,60,4.033333333,4.05
crops,noun,mturk,4,256,260,60,4.266666667,4.333333333
crunchy,adjective,mturk,4,218,218,60,3.633333333,3.633333333
dagger,noun,mturk,4,387,389,60,6.45,6.483333333
damsel,noun,mturk,4,256,252,60,4.266666667,4.2
dance,noun,mturk,4,355,355,60,5.916666667,5.916666667
dark,adjective,mturk,4,1109,1081,60,18.48333333,18.01666667
deaf,adjective,mturk,4,911,925,60,15.18333333,15.41666667
dealer,noun,mturk,4,393,389,60,6.55,6.483333333
decision,noun,mturk,4,688,692,60,11.46666667,11.53333333
dependable,adjective,mturk,4,656,662,60,10.93333333,11.03333333
devil,noun,mturk,4,691,611,60,11.51666667,10.18333333
diary,noun,mturk,4,1771,595,60,29.51666667,9.916666667
do,verb,mturk,4,552,539,60,9.2,8.983333333
door,noun,mturk,4,1089,1076,60,18.15,17.93333333
down,other,mturk,4,770,741,60,12.83333333,12.35
dress,noun,mturk,4,482,480,60,8.033333333,8
dusk,noun,mturk,4,420,419,60,7,6.983333333
earthquake,noun,mturk,4,736,745,60,12.26666667,12.41666667
eavesdrop,verb,mturk,4,768,781,60,12.8,13.01666667
education,noun,mturk,4,469,464,60,7.816666667,7.733333333
eight,other,mturk,4,649,629,60,10.81666667,10.48333333
electricity,noun,mturk,4,802,808,60,13.36666667,13.46666667
employer,noun,mturk,4,1057,1065,60,17.61666667,17.75
english,adjective,mturk,4,505,493,60,8.416666667,8.216666667
even,adjective,mturk,4,527,518,60,8.783333333,8.633333333
evidence,noun,mturk,4,733,730,60,12.21666667,12.16666667
eyebrows,noun,mturk,4,473,473,60,7.883333333,7.883333333
eyes,noun,mturk,4,6242,576,120,52.01666667,4.8
fall,noun,mturk wl20,4,1294,1268,60,21.56666667,21.13333333
fantasy,noun,mturk,4,1131,1142,60,18.85,19.03333333
fashion,noun,mturk,4,1095,1102,60,18.25,18.36666667
fast,adjective,mturk,4,684,673,60,11.4,11.21666667
few,adjective,mturk,4,395,377,60,6.583333333,6.283333333
finger,noun,mturk,4,1194,3463,60,19.9,57.71666667
finished,verb,mturk,4,556,417,60,9.266666667,6.95
fire,noun,mturk,4,1075,1061,60,17.91666667,17.68333333
floor,noun,mturk,4,352,355,60,5.866666667,5.916666667
florida,noun,mturk,4,1391,1414,60,23.18333333,23.56666667
fold,noun,mturk,4,272,271,60,4.533333333,4.516666667
force,noun,mturk,4,311,314,60,5.183333333,5.233333333
foreign,adjective,mturk,4,768,439,60,12.8,7.316666667
forest,noun,mturk,4,930,768,60,15.5,12.8
frame,noun,mturk,4,714,693,60,11.9,11.55
future,noun,mturk,4,786,798,60,13.1,13.3
genuine,adjective,mturk,4,253,248,60,4.216666667,4.133333333
george,noun,mturk,4,814,573,60,13.56666667,9.55
grand,adjective,mturk,4,252,250,60,4.2,4.166666667
guard,noun,mturk,4,1183,1131,60,19.71666667,18.85
habit,noun,mturk,4,689,694,60,11.48333333,11.56666667
hall,noun,mturk,4,387,380,60,6.45,6.333333333
halloween,noun,mturk,4,565,483,60,9.416666667,8.05
handlebars,noun,mturk,4,757,752,60,12.61666667,12.53333333
headache,noun,mturk,4,1042,1046,60,17.36666667,17.43333333
healthy,adjective,mturk,4,776,577,60,12.93333333,9.616666667
hemp,noun,mturk,4,322,320,60,5.366666667,5.333333333
her,other,mturk,4,469,428,60,7.816666667,7.133333333
here,other,mturk,4,559,441,60,9.316666667,7.35
hold,verb,mturk,4,319,320,60,5.316666667,5.333333333
holy,adjective,mturk,4,624,624,60,10.4,10.4
homeless,adjective,mturk,4,504,480,60,8.4,8
honesty,noun,mturk,4,835,833,60,13.91666667,13.88333333
hoop,noun,mturk,4,1311,465,60,21.85,7.75
hula,noun,mturk,4,594,547,60,9.9,9.116666667
human,adjective,mturk,4,604,564,60,10.06666667,9.4
hypnotize,verb,mturk,4,361,365,60,6.016666667,6.083333333
id,noun,mturk,4,501,470,60,8.35,7.833333333
ignore,verb,mturk,4,952,958,60,15.86666667,15.96666667
immature,adjective,mturk,4,309,311,60,5.15,5.183333333
immortal,adjective,mturk,4,604,606,60,10.06666667,10.1
incredulous,adjective,mturk,4,227,227,60,3.783333333,3.783333333
indication,noun,mturk,4,579,577,60,9.65,9.616666667
iron,noun,mturk,4,706,694,60,11.76666667,11.56666667
keep,verb,mturk,4,350,352,60,5.833333333,5.866666667
keeper,noun,mturk,4,745,747,60,12.41666667,12.45
late,adjective,mturk,4,1073,1073,60,17.88333333,17.88333333
laugh,noun,mturk,4,627,558,60,10.45,9.3
lawsuit,noun,mturk,4,358,360,60,5.966666667,6
layer,noun,mturk,4,1341,534,60,22.35,8.9
ledge,noun,mturk,4,716,717,60,11.93333333,11.95
left,adjective,mturk,4,1035,691,60,17.25,11.51666667
leg,noun,mturk,4,1367,1381,60,22.78333333,23.01666667
length,noun,mturk,4,604,601,60,10.06666667,10.01666667
lid,noun,mturk,4,1217,1211,60,20.28333333,20.18333333
log,noun,mturk,4,335,335,60,5.583333333,5.583333333
long,adjective,mturk,4,608,594,60,10.13333333,9.9
look,verb,mturk,4,265,265,60,4.416666667,4.416666667
lots,noun,mturk,4,823,802,60,13.71666667,13.36666667
love,noun,mturk,4,6425,633,120,53.54166667,5.275
loving,adjective,mturk,4,379,372,60,6.316666667,6.2
luck,noun,mturk,4,835,546,60,13.91666667,9.1
lungs,noun,mturk,4,618,616,60,10.3,10.26666667
mad,adjective,mturk,4,628,515,60,10.46666667,8.583333333
magic,noun,mturk,4,702,701,60,11.7,11.68333333
maid,noun,mturk,4,527,438,60,8.783333333,7.3
major,adjective,mturk,4,580,473,60,9.666666667,7.883333333
mangle,verb,mturk,4,301,301,60,5.016666667,5.016666667
manners,noun,mturk,4,479,414,60,7.983333333,6.9
massage,noun,mturk,4,837,829,60,13.95,13.81666667
material,noun,mturk,4,1165,1163,60,19.41666667,19.38333333
maybe,other,mturk,4,905,392,60,15.08333333,6.533333333
meaning,noun,mturk,4,538,538,60,8.966666667,8.966666667
minor,adjective,mturk,4,1105,1094,60,18.41666667,18.23333333
mist,noun,mturk,4,688,690,60,11.46666667,11.5
modern,adjective,mturk,4,605,628,60,10.08333333,10.46666667
monkey,noun,mturk,4,757,692,60,12.61666667,11.53333333
monotone,noun,mturk,4,679,683,60,11.31666667,11.38333333
monster,noun,mturk,4,580,492,60,9.666666667,8.2
motionless,adjective,mturk,4,310,315,60,5.166666667,5.25
movement,noun,mturk,4,294,297,60,4.9,4.95
mud,noun,mturk,4,632,542,60,10.53333333,9.033333333
naive,adjective,mturk,4,262,263,60,4.366666667,4.383333333
neutron,noun,mturk,4,287,286,60,4.783333333,4.766666667
news,noun,mturk,4,1087,1072,60,18.11666667,17.86666667
nightmare,noun,mturk,4,400,402,60,6.666666667,6.7
obstacle,noun,mturk,4,334,332,60,5.566666667,5.533333333
octopus,noun,mturk,4,386,385,60,6.433333333,6.416666667
often,other,mturk,4,421,420,60,7.016666667,7
operation,noun,mturk,4,559,546,60,9.316666667,9.1
ostracize,verb,mturk,4,684,679,60,11.4,11.31666667
overlaid,verb,mturk,4,261,260,60,4.35,4.333333333
owner,noun,mturk,4,4069,534,60,67.81666667,8.9
pancakes,noun,mturk,4,547,548,60,9.116666667,9.133333333
perfect,adjective,mturk,4,682,685,60,11.36666667,11.41666667
phone,noun,mturk,4,627,603,60,10.45,10.05
picket,noun,mturk,4,1473,781,60,24.55,13.01666667
piped,verb,mturk,4,293,291,60,4.883333333,4.85
planet,noun,mturk,4,836,851,60,13.93333333,14.18333333
plastic,adjective,mturk,4,882,893,60,14.7,14.88333333
plus,other,mturk,4,303,297,60,5.05,4.95
poem,noun,mturk,4,791,623,60,13.18333333,10.38333333
presumptuous,adjective,mturk,4,248,243,60,4.133333333,4.05
prison,noun,mturk,4,585,580,60,9.75,9.666666667
profound,adjective,mturk,4,519,516,60,8.65,8.6
promise,noun,mturk,4,937,645,60,15.61666667,10.75
protection,noun,mturk,4,982,981,60,16.36666667,16.35
purple,adjective,mturk,4,692,683,60,11.53333333,11.38333333
quack,noun,mturk,4,486,446,60,8.1,7.433333333
queen,noun,mturk,4,849,652,60,14.15,10.86666667
rain,noun,mturk,4,1336,1330,60,22.26666667,22.16666667
reason,noun,mturk,4,709,706,60,11.81666667,11.76666667
recipe,noun,mturk,4,799,628,60,13.31666667,10.46666667
recliner,noun,mturk,4,714,721,60,11.9,12.01666667
rent,noun,mturk,4,326,328,60,5.433333333,5.466666667
repeat,verb,mturk,4,768,558,60,12.8,9.3
rip,noun,mturk,4,893,881,60,14.88333333,14.68333333
rocks,noun,mturk,4,768,513,60,12.8,8.55
scratch,noun,mturk,4,1131,897,60,18.85,14.95
secretary,noun,mturk,4,1012,670,60,16.86666667,11.16666667
seller,noun,mturk,4,636,518,60,10.6,8.633333333
sentence,noun,mturk,4,1154,626,60,19.23333333,10.43333333
sew,verb,mturk,4,528,479,60,8.8,7.983333333
sexy,adjective,mturk,4,396,376,60,6.6,6.266666667
shape,noun,mturk,4,490,423,60,8.166666667,7.05
she,other,mturk,4,747,596,60,12.45,9.933333333
shop,noun,mturk,4,642,583,60,10.7,9.716666667
shove,verb,mturk,4,2381,444,60,39.68333333,7.4
shy,adjective,mturk,4,2581,305,60,43.01666667,5.083333333
silly,adjective,mturk,4,527,461,60,8.783333333,7.683333333
skin,noun,mturk,4,879,536,60,14.65,8.933333333
slave,noun,mturk,4,910,846,60,15.16666667,14.1
slut,noun,mturk,4,516,511,60,8.6,8.516666667
smart,adjective,mturk,4,757,443,60,12.61666667,7.383333333
smooth,adjective,mturk,4,683,451,60,11.38333333,7.516666667
society,noun,mturk,4,4509,686,60,75.15,11.43333333
soda,noun,mturk,4,861,92,60,14.35,1.533333333
something,noun,mturk,4,3431,79,60,57.18333333,1.316666667
son,noun,mturk,4,736,607,60,12.26666667,10.11666667
song,noun,mturk,4,1806,579,60,30.1,9.65
specific,adjective,mturk,4,476,312,60,7.933333333,5.2
spill,noun,mturk,4,779,671,60,12.98333333,11.18333333
sport,noun,mturk,4,1362,784,60,22.7,13.06666667
square,noun,mturk,4,584,474,60,9.733333333,7.9
stain,noun,mturk,4,521,458,60,8.683333333,7.633333333
stair,noun,mturk,4,529,525,60,8.816666667,8.75
stamp,noun,mturk,4,827,659,60,13.78333333,10.98333333
stare,verb,mturk,4,518,460,60,8.633333333,7.666666667
states,noun,mturk,4,578,531,60,9.633333333,8.85
steak,noun,mturk,4,870,762,60,14.5,12.7
stomach,noun,mturk,4,831,644,60,13.85,10.73333333
straight,adjective,mturk,4,595,480,60,9.916666667,8
succeed,verb,mturk,4,696,536,60,11.6,8.933333333
suffocate,verb,mturk,4,499,492,60,8.316666667,8.2
superior,adjective,mturk,4,589,456,60,9.816666667,7.6
superman,noun,mturk,4,882,729,60,14.7,12.15
swamp,noun,mturk,4,777,549,60,12.95,9.15
swing,noun,mturk,4,1111,859,60,18.51666667,14.31666667
system,noun,mturk,4,858,693,60,14.3,11.55
tart,adjective,mturk,4,582,580,60,9.7,9.666666667
tears,noun,mturk,4,496,462,60,8.266666667,7.7
temperature,noun,mturk,4,1035,584,60,17.25,9.733333333
test,noun,mturk,4,897,639,60,14.95,10.65
thaw,noun,mturk,4,560,483,60,9.333333333,8.05
there,other,mturk,4,457,385,60,7.616666667,6.416666667
thought,noun,mturk,4,3094,498,60,51.56666667,8.3
time,noun,mturk,4,665,594,60,11.08333333,9.9
tired,adjective,mturk,4,703,515,60,11.71666667,8.583333333
tool,noun,mturk,4,1015,659,60,16.91666667,10.98333333
toothpaste,noun,mturk,4,643,607,60,10.71666667,10.11666667
tornado,noun,mturk,4,1316,629,60,21.93333333,10.48333333
town,noun,mturk,4,673,652,60,11.21666667,10.86666667
trick,noun,mturk,4,528,456,60,8.8,7.6
true,adjective,mturk,4,1547,867,60,25.78333333,14.45
truth,noun,mturk,4,697,543,60,11.61666667,9.05
try,verb,mturk,4,1467,573,60,24.45,9.55
turn,verb,mturk,4,629,483,60,10.48333333,8.05
unclear,adjective,mturk,4,382,373,60,6.366666667,6.216666667
upstairs,noun,mturk,4,6230,503,120,51.91666667,4.191666667
vacation,noun,mturk,4,1021,642,60,17.01666667,10.7
vanish,verb,mturk,4,362,346,60,6.033333333,5.766666667
verb,noun,mturk,4,820,700,60,13.66666667,11.66666667
walkway,noun,mturk,4,745,415,60,12.41666667,6.916666667
way,noun,mturk,4,465,412,60,7.75,6.866666667
weak,adjective,mturk,4,578,464,60,9.633333333,7.733333333
weather,noun,mturk,4,891,567,60,14.85,9.45
web,noun,mturk,4,679,617,60,11.31666667,10.28333333
white,adjective,mturk,4,575,450,60,9.583333333,7.5
wife,noun,mturk,4,474,474,60,7.9,7.9
wine,noun,mturk,4,1211,559,60,20.18333333,9.316666667
winner,noun,mturk,4,582,515,60,9.7,8.583333333
winter,noun,mturk,4,824,674,60,13.73333333,11.23333333
women,noun,mturk,4,388,382,60,6.466666667,6.366666667
wool,noun,mturk,4,642,635,60,10.7,10.58333333
worker,noun,mturk,4,866,499,60,14.43333333,8.316666667
workout,noun,mturk,4,805,496,60,13.41666667,8.266666667
abdomen,noun,mturk2,5,,294,30,,9.8
abduct,verb,mturk2,5,,230,30,,7.666666667
abstract,adjective,mturk2,5,,215,30,,7.166666667
abundance,noun,mturk2,5,,203,30,,6.766666667
accelerate,verb,mturk2,5,,222,30,,7.4
accomplish,verb,mturk2,5,,162,30,,5.4
accomplished,verb,mturk2,5,,199,30,,6.633333333
accumulate,verb,mturk2,5,,213,30,,7.1
ace,noun,mturk2,5,,315,30,,10.5
achievement,noun,mturk2,5,,179,30,,5.966666667
acre,noun,mturk2,5,,230,30,,7.666666667
acrobat,noun,mturk2,5,,247,30,,8.233333333
ad,noun,mturk2,5,,319,30,,10.63333333
addict,noun,mturk2,5,,365,30,,12.16666667
addiction,noun,mturk2,5,,289,30,,9.633333333
adjourn,verb,mturk2,5,,216,30,,7.2
adjustment,noun,mturk2,5,,218,30,,7.266666667
admission,noun,mturk2,5,,196,30,,6.533333333
advance,noun,mturk2,5,,225,30,,7.5
adverb,noun,mturk2,5,,241,30,,8.033333333
adversary,noun,mturk2,5,,143,30,,4.766666667
advertisement,noun,mturk2,5,,313,30,,10.43333333
affair,noun,mturk2,5,,238,30,,7.933333333
agency,noun,mturk2,5,,187,30,,6.233333333
agenda,noun,mturk2,5,,232,30,,7.733333333
agree,verb,mturk2,5,,335,30,,11.16666667
agriculture,noun,mturk2,5,,209,29,,7.206896552
aim,noun,mturk2,5,,225,30,,7.5
aircraft,noun,mturk2,5,,220,30,,7.333333333
airport,noun,mturk2,5,,295,30,,9.833333333
