first_assoc	disown	abandon	0.41	1.34	6	5.57	0	null	6269	1253.8	vb	843.05	0.23	0.57	737.93	-0.14	0.96	7	8.232	8.1	2.62	0	#	"12,222"	"2,037.00"	vb|nn	695.719	-0.312	0.97	623.963	-0.516	1	synonym	null	0.053	â¥	31	5	1	0.08	0.0281	0.1387	0.0071	null	null
other_assoc	maroon	abandon	1.2	1.79	6	6.36	0	null	12320	2464	nn|jj|vb	863.25	0.07	0.88	655.85	-0.18	1	7	8.232	8.1	2.62	0	#	"12,222"	"2,037.00"	vb|nn	695.719	-0.312	0.97	623.963	-0.516	1	unclassifed	null	0.02	â¥	14	null	6	0.01	0.0313	0.0163	0.0108	null	0.1806
first_assoc	capability	ability	1.37	1.85	10	9.49	0	null	12455	1383.89	nn	772.54	-0.11	0.93	714.32	0.2	0.92	7	10.949	19.22	2.99	1	0	"8,681"	"1,446.83"	nn	619.677	-0.481	0.97	580.393	-0.718	1	synonym	null	0.282	0.119	12	18	1	0.22	0.2335	0.4889	0.2861	26.0000	0.7192
other_assoc	means	ability	218.35	4.05	5	11.78	8	0	8895	2223.75	vb|nn	579.06	-0.66	1	686.57	-0.4	1	7	10.949	19.22	2.99	1	0	"8,681"	"1,446.83"	nn	619.677	-0.481	0.97	580.393	-0.718	1	unclassifed	null	0.054	0	13	null	4	0.31	0.1699	0.0909	0.5687	69.0000	0.6379
other_assoc	irregular	abnormal	2.53	2.11	9	7.66	0	null	12774	1596.75	jj	786.7	-0.18	1	655.77	-0.34	1	8	7.698	2.9	2.17	0	#	"9,895"	"1,413.57"	jj	684.909	-0.185	1	673.385	-0.312	1	synonym	null	0.046	0	15	null	3	0.07	0.0634	0.9362	0.1184	6752.0000	0.4080
first_assoc	normal	abnormal	70.37	3.56	6	11.17	2	0	8880	1776	jj|rb	638.53	-0.62	1	577.39	-0.8	1	8	7.698	2.9	2.17	0	#	"9,895"	"1,413.57"	jj	684.909	-0.185	1	673.385	-0.312	1	antonym	null	0.34	0.281	15	10	1	0.7	0.2184	3.0870	0.3842	719.0000	0.6028
first_assoc	below	above	28.04	3.16	5	11.41	0	null	4747	1186.75	minor|nn	595.59	-0.64	0.97	602.57	-0.56	1	5	12.089	48.88	3.4	1	0	"4,212"	"1,053.00"	minor|jj|nn	564.333	-0.855	0.94	561.393	-0.717	1	antonym	null	0.503	0.564	9	15	1	0.79	0.5649	0.7796	null	null	null
other_assoc	upstairs	above	70.73	3.56	8	7.88	0	null	9348	1335.43	nn	587.15	-0.64	1	587.67	-0.7	1	5	12.089	48.88	3.4	1	0	"4,212"	"1,053.00"	minor|jj|nn	564.333	-0.855	0.94	561.393	-0.717	1	unclassifed	null	0.02	0	11	null	5	0.15	0.0777	0.1411	null	null	null
other_assoc	torture	abuse	15.92	2.91	7	8.92	0	null	11758	1959.67	nn|vb	649.03	-0.48	0.97	684.23	-0.41	1	5	10.163	10.25	2.72	2	0	"5,023"	"1,255.75"	vb	608.688	-0.703	0.97	581.2	-0.691	1	synonym	null	0.02	0	13	null	6	0.15	0.0199	2.3696	0.0559	null	0.5268
first_assoc	use	abuse	343.84	4.24	3	13.43	0	null	3497	1748.5	vb	576.71	-0.74	0.94	618.35	-0.54	1	5	10.163	10.25	2.72	2	0	"5,023"	"1,255.75"	vb	608.688	-0.703	0.97	581.2	-0.691	1	fpa	null	0.192	0.015	22	12	1	0.2	0.1787	0.1022	null	null	null
other_assoc	forgive	accept	76.8	3.59	7	9.1	1	0	7002	1167	vb	566.67	-0.67	1	648	-0.38	1	6	10.808	52.78	3.43	1	0	"4,357"	871.4	vb	556.394	-0.86	0.97	628.077	-0.422	1	unclassifed	null	0.014	0	8	null	6	0.23	0.1204	0.2837	0.1668	671.0000	0.3617
first_assoc	reject	accept	4.24	2.34	6	8.92	1	0	7170	1434	vb	625.9	-0.62	0.94	648.7	-0.31	1	6	10.808	52.78	3.43	1	0	"4,357"	871.4	vb	556.394	-0.86	0.97	628.077	-0.422	1	antonym	null	0.169	0.107	18	17	1	0.6	0.2861	0.8563	0.3261	2.0000	0.7450
first_assoc	checking	account	32.47	3.22	8	9.71	0	null	16750	2392.86	vb|nn	638.71	-0.54	1	630.89	-0.44	1	7	11.018	44.71	3.36	0	#	"10,710"	"1,785.00"	nn|vb	619.382	-0.679	1	605.893	-0.569	0.966	fpa	null	0.44	0.035	10	7	1	0.42	0.2946	0.5954	0.6291	4.0000	0.5297
other_assoc	joint	account	27.55	3.15	5	9.6	3	1	10407	2601.75	jj|nn	585.84	-0.7	0.97	570.58	-0.62	1	7	11.018	44.71	3.36	0	#	"10,710"	"1,785.00"	nn|vb	619.382	-0.679	1	605.893	-0.569	0.966	fpa	null	0.062	0	19	null	5	0.05	0.0913	0.1025	0.1900	2118.0000	0.4954
first_assoc	blame	accuse	58.78	3.48	5	9.76	5	1	5885	1471.25	vb|nn	546.31	-0.83	1	576.12	-0.61	0.96	6	8.242	5.69	2.46	0	#	"5,844"	"1,168.80"	vb	626.364	-0.522	1	635.115	-0.446	0.963	synonym	null	0.185	0.159	22	7	1	0.22	0.0964	0.5465	0.1307	6416.0000	0.5342
other_assoc	condemn	accuse	2.37	2.09	7	7.96	0	null	12514	2085.67	vb	848.63	0.14	0.91	789.43	0.34	0.78	6	8.242	5.69	2.46	0	#	"5,844"	"1,168.80"	vb	626.364	-0.522	1	635.115	-0.446	0.963	unclassifed	null	0.022	0	31	null	9	0.09	0.0430	0.7676	0.0377	null	0.5697
other_assoc	head	ache	371.51	4.28	4	11.6	13	1	4615	1538.33	nn|vb	526.37	-0.85	1	603.04	-0.64	1	4	6.741	2.49	2.11	3	2	"4,730"	"1,576.67"	vb|nn	631.655	-0.496	0.91	663.5	-0.422	1	fpa	null	0.082	0.188	15	null	2	0.32	0.0876	0.2435	0.1668	6980.0000	0.3299
first_assoc	stomach	ache	33.82	3.24	7	8.95	0	null	10809	1801.5	nn|vb	584.1	-0.66	0.91	670.96	-0.22	1	4	6.741	2.49	2.11	3	2	"4,730"	"1,576.67"	vb|nn	631.655	-0.496	0.91	663.5	-0.422	1	fpa	null	0.284	0	17	15	1	0.19	0.1387	16.3273	0.1604	2621.0000	0.4351
first_assoc	goal	achieve	16.75	2.93	4	10.17	4	0	3845	1281.67	nn	544.28	-0.79	0.97	631.32	-0.55	1	7	9.65	7.33	2.57	0	null	7701	1283.5	vb	702.82	-0.49	0.97	651.17	-0.3	1	script	null	0.174	0.22	21	13	1	0.65	0.1373	1.1030	0.5163	4.0000	0.6019
