Agree,"accept the argument, favor the opinion, on the same page."
Agree,acceptance of a certain fact / idea
Agree,"to come to terms on something, part of a compromise"
Agree,"positive consent, approval, "
Agree,To show that one is in accord with another. 
Agree,"probably not, shows acceptance, you want people to do this to you, people should do this more often,  "
Agree,"to say yes, to concur, to believe the same as someone else, "
Agree,"no contest, no debating, agreement, getting along."
Agree,To aknowlage something is true or factual or correct.
Agree,"is to accept, is to obey, "
Agree,"Yes, affirmative, si"
Agree,Agree
Agree,"is a verb, describes a person feeling simlar to another person, or showing support towards an opinon, shows that two or more parties are on the same page, is a way to show a compromise"
Agree,"its okay, absolutely, totally correct, not a problem, the same as I thought it was, the way everyone wants it to be, I will accept that answer, your proposal is great, terrific, this has to be the truth, amen, enough said, signed on the dotted line"
Agree,"amen, positive reinforcement"
Agree,"to have same view, emotions, harmonize opinion and feeling, to come to one opinion or mind, to be consistent, arrives at a settlement."
Agree,"to all say yes, not to disagree, to not say no"
Agree,"act of coming to a similar conclusion, humans do this, creates a general consensus, takes two people"
Appendage,"abnormal, skin growth, extra skin, "
Appendage,external body part
Appendage,"is something you call a limb that can be reattached, a arm or leg, something that is connected to another object"
Appendage,"arm, leg, etc, a dangling but necessary part of the whole that has specialized functions or capabilities, can be a branch of a larger organization, but basically gathers its usefullness by being part of the whole, if it were a separate piece, it's usefullness would decrease or cease to be as great, cannot claim full autonomy without losing that which makes it an appendage"
Appendage,Something added to attached to something else. 
Appendage,"arm, leg, can be any extremity, soldier in Iraq lose a lot of these"
Appendage,"extremities, fingers, toes, legs, arms, skin"
Appendage,"arms, legs, fingers, hanging off, limb, extension."
Appendage,Something that is attached to a main central core.  Could be the arm or leg or an animal.  Arm of a robot or even a more abstract people could refer to a computer terminal attached to a network.
Appendage,"is a subordinated part attached to something, uaually useful information "
Appendage,"legs, arms, "
Appendage,Appendage
Appendage,"is a part of a plant or an animal, attaches other parts together. "
Appendage,"an attached ligament, apart of the torso, a foot, an arm, a limb, connected body part, a toe, a finger, "
Appendage,I am not positive of the definition of appendage sorry
Appendage,"a subordinate part attached to something, an auxiliary part, addition, a person in a subordinate or dependent position."
Appendage,negative added to or attacthed to something else that is bigger
Appendage,"a part attached to something, arms, grows on bodies, performs a function, can be fitted for certain tasks"
Breakable,is weak
Breakable,"fragile, things that can break like glass"
Breakable,"something that is easy to break, glass, bones, mirror"
Breakable,"can shatter, crumble, be made to no longer function, my step-mom said we girls took the word ""unbreakable"" on an item as a challenge,if something interferes with one of the moveable parts, it can cause damage that may or may not be repaired, such as sand in the cogs of a machine, or a monkeywrench shoved between the gears, incorrect commands typed into a system "
Breakable,Easily hurt. Not stable. 
Breakable,"fragile, not secure, likely made from a soft or brittle material, glass cups are very breakable, "
Breakable,"easily broken, mirrors, glass, fragile, "
Breakable,"Fragile, glass, ceramic, handle with care, records, vases."
Breakable,The property of being able to be broken.
Breakable,"glass, is able to break"
Breakable,"fragile, china, glass, porcine, white, small, thin, delicate"
Breakable,Breakable
Breakable,"is an adjective, is used to describe something that can be easily broken, is something that can fall apart, can be used to describe an unstable object."
Breakable,"not being indestructible, having fault, with limits, has boundaries, could shatter, could crumble, might disintegrate, might explode, might deteriorate,     "
Breakable,"glass, weak, vulnerable"
Breakable,"enable to smash into parts violently, enable to dissolve."
Breakable,"not strong, weak, fragile, handle with care"
Breakable,"brittle, something that can be severed into pieces, arms are this, something weak"
Captain,leader.
Captain,"person who leads the group, also a person who navigates the boat/ship/plane"
Captain,"America, a leader of a team or army, someone in charge, a figure to look up to"
Captain,"leader of the boat, team, etc. one who makes the decisions as to what shall happen"
Captain,Someone who is viewed as the leader over a particular group of individuals.
Captain,"leader, experienced, charismatic, courageous, the best lead through example, a rank in the military, "
Captain,"commands a ship, wears a hat, "
Captain,"honda odyssey chairs, person who delegates ships, sailors, pilot leader, expert, navigator."
Captain,"A person that is in charge.  This could be someone that's in charge of a boat, police force, or a military unit."
Captain,"is a leader of a group, has leadship, capable to doing something, is most respectful person in a group"
Captain,"master, ship, sea, oceans, salty, sea spray, windy, open ocean, storms, cannon fire, upside down cruse ships, drunk, oil spills, "
Captain,Captain
Captain,"is normally the head of a team and is put in charge, is someone who portrays good character, good team player, shows endurance and hard work, is one who shows leadership, has to lead by example, has to keep players in line, sometimes calls out the plays or sets up plans. "
Captain,"part of a really good rum franchise name, the leader of a ship, usually the guy you want to see about a mutiny, the person left last on a ship unless it is a cruise ship and then don't always count on it.  "
Captain,"leader, in charge, the voice"
Captain,"a person who is in authority over others, leader."
Captain,"the head of a groupe, chef, the person who gives the commands to other to follow"
Captain,"a leader of a group or team, armies have them, provide guidance, give orders, team members yield to them, can be a paid position"
Carbon,"an element, is in the atmosphere, is invisible"
Carbon,"type of gas, found in many places on earth and outer space, cannot be seen with naked eye"
Carbon,"dioxide, one of the elements, monoxide"
Carbon,"what all life forms are based on, can be used as a filter for air or water to clean out impurities, can form carbon dioxide or, in different circumstances, carbon monoxide gasses and can be lethal, is also base ingredient in coal, "
Carbon,"A chemical element that is identified by the capital letter ""C"". "
Carbon,"produced from stars, part of what we are made of, what is left when organic matter is burned, diamonds,"
Carbon,"is an element, is in the atmosphere, can become diamond, black, dusty, "
Carbon,"carbon fiber, carbon monoxide, foot print, light weight, carbon dioxide, burnt."
Carbon,The 6th element on the periodic table.  
Carbon,"is very common chemical, is essential chemical element in human body, is the element of diamond"
Carbon,"the building block of all living matter on this planet, "
Carbon,Carbon
Carbon,"is an element, is found native to coal, can be found in soda, causes the liquid to fizz"
Carbon,"a substance that all life is made of, it is organic chemistry main topic, it can be a radioactive isotope, it can be meshed into a fiber to be as strong as steal and as light as aluminum. "
Carbon,"element, basic"
Carbon,"a widely distributed element, forms organic compounds in combination with hydrogen, oxygen, etc."
Carbon,"a molecule, black, dark colored, light weight"
Carbon,"an element from the periodic table, has protons, neutrons, and electrons, is found in every living thing, comprises many compounds, black in color, not tasty, solid, used to manufacture many things, can itself be sold"
Charge,"is used to describe filling up of something, or taking control"
Charge,either a positive or negative pole
Charge,"a penalty call in basketball, a order to attack in the military, to charge something to a credit card, charge a battery in a phone"
Charge,"positive or negative, not a homeostatis state, also a bill, something owed, "
Charge,To move forward. To enhance. 
Charge,"cavalry, takes courage, fast, can describe leadership or direction, forceful"
Charge,"could mean electrical charge, could mean to 'charge' a phone, could mean 'care of' someone or something--""She is injured, she is my charge"""
Charge,"Battery, cavalry, credit card, money, piggy bank, credit, debt, hi-ho silver."
Charge,"I positive or negitive polorization of electrons.  When someone is arrested, the act for which they are arrested is the charge."
